r030,txt,rate,cc,exchangedate
826,Фунт стерлінгів,7.842357,GBP,05.10.2001
840,Долар США,5.3263,USD,05.10.2001
860,Узбецький сум,0.012454,UZS,05.10.2001
960,СПЗ(спец.права запозичення),6.847147,XDR,05.10.2001
974,Бiлоруський рубль,0.00358,BYR,05.10.2001
978,Євро,4.855988,EUR,05.10.2001
985,Злотий,1.271201,PLN,05.10.2001
300,Грецькі драхми,0.0142509,GRD,05.10.2001
372,Ірландські фунти,6.165833,IEP,05.10.2001
620,Португальські ескудо,0.0024222,PTE,05.10.2001
810,Російські рублі,0.18055,RUR,05.10.2001
959,Золото,1540.1,XAU,05.10.2001
961,Срiбло,24.554,XAG,05.10.2001
962,Платина,2290.309,XPT,05.10.2001
964,Паладiй,1784.311,XPD,05.10.2001
31,Азербайджанський манат,0.00113515,AZM,06.10.2001
36,Австралійський долар,2.698859,AUD,06.10.2001
40,Австрійський шилінг,0.354865,ATS,06.10.2001
56,Бельгійський франк,0.1210475,BEF,06.10.2001
124,Канадський долар,3.395248,CAD,06.10.2001
203,Чеська крона,0.144992,CZK,06.10.2001
208,Данська крона,0.656773,DKK,06.10.2001
233,Крони Естонії,0.312083,EEK,06.10.2001
246,Фінські маpки,0.821269,FIM,06.10.2001
250,Фpанцузський фpанк,0.744415,FRF,06.10.2001
280,Hімецькі маpки,2.496661,DEM,06.10.2001
348,Форинт,0.0190017,HUF,06.10.2001
352,Ісландські крони,0.051958,ISK,06.10.2001
380,Італійські ліpи,0.00252188,ITL,06.10.2001
392,Єна,0.0442666,JPY,06.10.2001
398,Теньге,0.036025,KZT,06.10.2001
428,Лати Латвії,8.557395,LVL,06.10.2001
440,Литовські лити,1.330675,LTL,06.10.2001
498,Молдовський лей,0.413831,MDL,06.10.2001
528,Голандські гульдени,2.215829,NLG,06.10.2001
578,Норвезька крона,0.605086,NOK,06.10.2001
702,Сінгапурський долар,2.976559,SGD,06.10.2001
703,Словацькі крони,0.11212,SKK,06.10.2001
724,Іспанскі пессети,0.0293477,ESP,06.10.2001
752,Шведська крона,0.501643,SEK,06.10.2001
756,Швейцарський франк,3.28294,CHF,06.10.2001
792,Турецькі ліри,3.28e-06,TRL,06.10.2001
795,Манати Туркменії,0.0010236,TMM,06.10.2001
826,Фунт стерлінгів,7.870801,GBP,06.10.2001
840,Долар США,5.3227,USD,06.10.2001
860,Узбецький сум,0.012446,UZS,06.10.2001
960,СПЗ(спец.права запозичення),6.853118,XDR,06.10.2001
974,Бiлоруський рубль,0.00358,BYR,06.10.2001
978,Євро,4.883045,EUR,06.10.2001
985,Злотий,1.283188,PLN,06.10.2001
300,Грецькі драхми,0.0143303,GRD,06.10.2001
372,Ірландські фунти,6.200188,IEP,06.10.2001
620,Португальські ескудо,0.0024357,PTE,06.10.2001
810,Російські рублі,0.18031,RUR,06.10.2001
959,Золото,1552.099,XAU,06.10.2001
961,Срiбло,24.724,XAG,06.10.2001
962,Платина,2373.924,XPT,06.10.2001
964,Паладiй,1852.3,XPD,06.10.2001
31,Азербайджанський манат,0.00113515,AZM,07.10.2001
36,Австралійський долар,2.698859,AUD,07.10.2001
40,Австрійський шилінг,0.354865,ATS,07.10.2001
56,Бельгійський франк,0.1210475,BEF,07.10.2001
124,Канадський долар,3.395248,CAD,07.10.2001
203,Чеська крона,0.144992,CZK,07.10.2001
208,Данська крона,0.656773,DKK,07.10.2001
233,Крони Естонії,0.312083,EEK,07.10.2001
246,Фінські маpки,0.821269,FIM,07.10.2001
250,Фpанцузський фpанк,0.744415,FRF,07.10.2001
280,Hімецькі маpки,2.496661,DEM,07.10.2001
348,Форинт,0.0190017,HUF,07.10.2001
352,Ісландські крони,0.051958,ISK,07.10.2001
380,Італійські ліpи,0.00252188,ITL,07.10.2001
392,Єна,0.0442666,JPY,07.10.2001
398,Теньге,0.036025,KZT,07.10.2001
428,Лати Латвії,8.557395,LVL,07.10.2001
440,Литовські лити,1.330675,LTL,07.10.2001
498,Молдовський лей,0.413831,MDL,07.10.2001
528,Голандські гульдени,2.215829,NLG,07.10.2001
578,Норвезька крона,0.605086,NOK,07.10.2001
702,Сінгапурський долар,2.976559,SGD,07.10.2001
703,Словацькі крони,0.11212,SKK,07.10.2001
724,Іспанскі пессети,0.0293477,ESP,07.10.2001
752,Шведська крона,0.501643,SEK,07.10.2001
756,Швейцарський франк,3.28294,CHF,07.10.2001
792,Турецькі ліри,3.28e-06,TRL,07.10.2001
795,Манати Туркменії,0.0010236,TMM,07.10.2001
826,Фунт стерлінгів,7.870801,GBP,07.10.2001
840,Долар США,5.3227,USD,07.10.2001
860,Узбецький сум,0.012446,UZS,07.10.2001
960,СПЗ(спец.права запозичення),6.853118,XDR,07.10.2001
974,Бiлоруський рубль,0.00358,BYR,07.10.2001
978,Євро,4.883045,EUR,07.10.2001
985,Злотий,1.283188,PLN,07.10.2001
300,Грецькі драхми,0.0143303,GRD,07.10.2001
372,Ірландські фунти,6.200188,IEP,07.10.2001
620,Португальські ескудо,0.0024357,PTE,07.10.2001
810,Російські рублі,0.18031,RUR,07.10.2001
959,Золото,1552.099,XAU,07.10.2001
961,Срiбло,24.724,XAG,07.10.2001
962,Платина,2373.924,XPT,07.10.2001
964,Паладiй,1852.3,XPD,07.10.2001
31,Азербайджанський манат,0.00113515,AZM,08.10.2001
36,Австралійський долар,2.698859,AUD,08.10.2001
40,Австрійський шилінг,0.354865,ATS,08.10.2001
56,Бельгійський франк,0.1210475,BEF,08.10.2001
124,Канадський долар,3.395248,CAD,08.10.2001
203,Чеська крона,0.144992,CZK,08.10.2001
208,Данська крона,0.656773,DKK,08.10.2001
233,Крони Естонії,0.312083,EEK,08.10.2001
246,Фінські маpки,0.821269,FIM,08.10.2001
250,Фpанцузський фpанк,0.744415,FRF,08.10.2001
280,Hімецькі маpки,2.496661,DEM,08.10.2001
348,Форинт,0.0190017,HUF,08.10.2001
352,Ісландські крони,0.051958,ISK,08.10.2001
380,Італійські ліpи,0.00252188,ITL,08.10.2001
392,Єна,0.0442666,JPY,08.10.2001
398,Теньге,0.036025,KZT,08.10.2001
428,Лати Латвії,8.557395,LVL,08.10.2001
440,Литовські лити,1.330675,LTL,08.10.2001
498,Молдовський лей,0.413831,MDL,08.10.2001
528,Голандські гульдени,2.215829,NLG,08.10.2001
578,Норвезька крона,0.605086,NOK,08.10.2001
702,Сінгапурський долар,2.976559,SGD,08.10.2001
703,Словацькі крони,0.11212,SKK,08.10.2001
724,Іспанскі пессети,0.0293477,ESP,08.10.2001
752,Шведська крона,0.501643,SEK,08.10.2001
756,Швейцарський франк,3.28294,CHF,08.10.2001
792,Турецькі ліри,3.28e-06,TRL,08.10.2001
795,Манати Туркменії,0.0010236,TMM,08.10.2001
826,Фунт стерлінгів,7.870801,GBP,08.10.2001
840,Долар США,5.3227,USD,08.10.2001
860,Узбецький сум,0.012446,UZS,08.10.2001
960,СПЗ(спец.права запозичення),6.853118,XDR,08.10.2001
974,Бiлоруський рубль,0.00358,BYR,08.10.2001
978,Євро,4.883045,EUR,08.10.2001
985,Злотий,1.283188,PLN,08.10.2001
300,Грецькі драхми,0.0143303,GRD,08.10.2001
372,Ірландські фунти,6.200188,IEP,08.10.2001
620,Португальські ескудо,0.0024357,PTE,08.10.2001
810,Російські рублі,0.18031,RUR,08.10.2001
959,Золото,1552.099,XAU,08.10.2001
961,Срiбло,24.724,XAG,08.10.2001
962,Платина,2373.924,XPT,08.10.2001
964,Паладiй,1852.3,XPD,08.10.2001
31,Азербайджанський манат,0.00113515,AZM,09.10.2001
36,Австралійський долар,2.699139,AUD,09.10.2001
40,Австрійський шилінг,0.356412,ATS,09.10.2001
56,Бельгійський франк,0.1215753,BEF,09.10.2001
124,Канадський долар,3.405789,CAD,09.10.2001
203,Чеська крона,0.145314,CZK,09.10.2001
208,Данська крона,0.659699,DKK,09.10.2001
233,Крони Естонії,0.313444,EEK,09.10.2001
246,Фінські маpки,0.82485,FIM,09.10.2001
250,Фpанцузський фpанк,0.747661,FRF,09.10.2001
280,Hімецькі маpки,2.507547,DEM,09.10.2001
348,Форинт,0.0189327,HUF,09.10.2001
352,Ісландські крони,0.052174,ISK,09.10.2001
380,Італійські ліpи,0.00253288,ITL,09.10.2001
392,Єна,0.0444435,JPY,09.10.2001
398,Теньге,0.035989,KZT,09.10.2001
428,Лати Латвії,8.571176,LVL,09.10.2001
440,Литовські лити,1.330675,LTL,09.10.2001
498,Молдовський лей,0.413812,MDL,09.10.2001
528,Голандські гульдени,2.225491,NLG,09.10.2001
578,Норвезька крона,0.608478,NOK,09.10.2001
702,Сінгапурський долар,2.966392,SGD,09.10.2001
703,Словацькі крони,0.112181,SKK,09.10.2001
724,Іспанскі пессети,0.0294757,ESP,09.10.2001
752,Шведська крона,0.503541,SEK,09.10.2001
756,Швейцарський франк,3.322271,CHF,09.10.2001
792,Турецькі ліри,3.27e-06,TRL,09.10.2001
795,Манати Туркменії,0.0010236,TMM,09.10.2001
826,Фунт стерлінгів,7.845682,GBP,09.10.2001
840,Долар США,5.3227,USD,09.10.2001
860,Узбецький сум,0.012402,UZS,09.10.2001
960,СПЗ(спец.права запозичення),6.853118,XDR,09.10.2001
974,Бiлоруський рубль,0.00358,BYR,09.10.2001
978,Євро,4.904336,EUR,09.10.2001
985,Злотий,1.273853,PLN,09.10.2001
300,Грецькі драхми,0.0143928,GRD,09.10.2001
372,Ірландські фунти,6.227222,IEP,09.10.2001
620,Португальські ескудо,0.0024463,PTE,09.10.2001
810,Російські рублі,0.18031,RUR,09.10.2001
959,Золото,1558.753,XAU,09.10.2001
961,Срiбло,24.724,XAG,09.10.2001
962,Платина,2341.988,XPT,09.10.2001
964,Паладiй,1852.3,XPD,09.10.2001
31,Азербайджанський манат,0.00113474,AZM,10.10.2001
36,Австралійський долар,2.680666,AUD,10.10.2001
40,Австрійський шилінг,0.355473,ATS,10.10.2001
56,Бельгійський франк,0.1212549,BEF,10.10.2001
124,Канадський долар,3.412216,CAD,10.10.2001
203,Чеська крона,0.145392,CZK,10.10.2001
208,Данська крона,0.657872,DKK,10.10.2001
233,Крони Естонії,0.312618,EEK,10.10.2001
246,Фінські маpки,0.822676,FIM,10.10.2001
250,Фpанцузський фpанк,0.745691,FRF,10.10.2001
280,Hімецькі маpки,2.500939,DEM,10.10.2001
348,Форинт,0.019049,HUF,10.10.2001
352,Ісландські крони,0.051987,ISK,10.10.2001
380,Італійські ліpи,0.0025262,ITL,10.10.2001
392,Єна,0.0442221,JPY,10.10.2001
398,Теньге,0.035976,KZT,10.10.2001
428,Лати Латвії,8.581935,LVL,10.10.2001
440,Литовські лити,1.3302,LTL,10.10.2001
498,Молдовський лей,0.413738,MDL,10.10.2001
528,Голандські гульдени,2.219626,NLG,10.10.2001
578,Норвезька крона,0.609636,NOK,10.10.2001
702,Сінгапурський долар,2.948765,SGD,10.10.2001
703,Словацькі крони,0.111934,SKK,10.10.2001
724,Іспанскі пессети,0.029398,ESP,10.10.2001
752,Шведська крона,0.505389,SEK,10.10.2001
756,Швейцарський франк,3.301884,CHF,10.10.2001
792,Турецькі ліри,3.25e-06,TRL,10.10.2001
795,Манати Туркменії,0.00102323,TMM,10.10.2001
826,Фунт стерлінгів,7.817503,GBP,10.10.2001
840,Долар США,5.3208,USD,10.10.2001
860,Узбецький сум,0.012397,UZS,10.10.2001
960,СПЗ(спец.права запозичення),6.857417,XDR,10.10.2001
974,Бiлоруський рубль,0.00357,BYR,10.10.2001
978,Євро,4.891411,EUR,10.10.2001
985,Злотий,1.277798,PLN,10.10.2001
300,Грецькі драхми,0.0143548,GRD,10.10.2001
372,Ірландські фунти,6.210811,IEP,10.10.2001
620,Португальські ескудо,0.0024398,PTE,10.10.2001
810,Російські рублі,0.18024,RUR,10.10.2001
959,Золото,1548.885,XAU,10.10.2001
961,Срiбло,24.635,XAG,10.10.2001
962,Платина,2314.548,XPT,10.10.2001
964,Паладiй,1835.676,XPD,10.10.2001
31,Азербайджанський манат,0.00113408,AZM,11.10.2001
36,Австралійський долар,2.670983,AUD,11.10.2001
40,Австрійський шилінг,0.353063,ATS,11.10.2001
56,Бельгійський франк,0.1204329,BEF,11.10.2001
124,Канадський долар,3.395953,CAD,11.10.2001
203,Чеська крона,0.144569,CZK,11.10.2001
208,Данська крона,0.653395,DKK,11.10.2001
233,Крони Естонії,0.310499,EEK,11.10.2001
246,Фінські маpки,0.817099,FIM,11.10.2001
250,Фpанцузський фpанк,0.740636,FRF,11.10.2001
280,Hімецькі маpки,2.483984,DEM,11.10.2001
348,Форинт,0.0189812,HUF,11.10.2001
352,Ісландські крони,0.05191,ISK,11.10.2001
380,Італійські ліpи,0.00250908,ITL,11.10.2001
392,Єна,0.044315,JPY,11.10.2001
398,Теньге,0.035955,KZT,11.10.2001
428,Лати Латвії,8.576935,LVL,11.10.2001
440,Литовські лити,1.329425,LTL,11.10.2001
498,Молдовський лей,0.413478,MDL,11.10.2001
528,Голандські гульдени,2.204578,NLG,11.10.2001
578,Норвезька крона,0.607585,NOK,11.10.2001
702,Сінгапурський долар,2.936031,SGD,11.10.2001
703,Словацькі крони,0.111407,SKK,11.10.2001
724,Іспанскі пессети,0.0291987,ESP,11.10.2001
752,Шведська крона,0.503399,SEK,11.10.2001
756,Швейцарський франк,3.276845,CHF,11.10.2001
792,Турецькі ліри,3.26e-06,TRL,11.10.2001
795,Манати Туркменії,0.00102263,TMM,11.10.2001
826,Фунт стерлінгів,7.728684,GBP,11.10.2001
840,Долар США,5.3177,USD,11.10.2001
860,Узбецький сум,0.01239,UZS,11.10.2001
960,СПЗ(спец.права запозичення),6.822734,XDR,11.10.2001
