r030,txt,rate,cc,exchangedate
962,Платина,2615.865,XPT,23.09.2001
964,Паладiй,2423.679,XPD,23.09.2001
31,Азербайджанський манат,0.00113852,AZM,24.09.2001
36,Австралійський долар,2.584958,AUD,24.09.2001
40,Австрійський шилінг,0.356927,ATS,24.09.2001
56,Бельгійський франк,0.1217509,BEF,24.09.2001
124,Канадський долар,3.414265,CAD,24.09.2001
203,Чеська крона,0.143286,CZK,24.09.2001
208,Данська крона,0.66019,DKK,24.09.2001
233,Крони Естонії,0.313897,EEK,24.09.2001
246,Фінські маpки,0.826042,FIM,24.09.2001
250,Фpанцузський фpанк,0.748741,FRF,24.09.2001
280,Hімецькі маpки,2.511169,DEM,24.09.2001
348,Форинт,0.018843,HUF,24.09.2001
352,Ісландські крони,0.053211,ISK,24.09.2001
380,Італійські ліpи,0.00253654,ITL,24.09.2001
392,Єна,0.045824,JPY,24.09.2001
398,Теньге,0.036144,KZT,24.09.2001
428,Лати Латвії,8.63835,LVL,24.09.2001
440,Литовські лити,1.334625,LTL,24.09.2001
498,Молдовський лей,0.41505,MDL,24.09.2001
528,Голандські гульдени,2.228705,NLG,24.09.2001
578,Норвезька крона,0.619425,NOK,24.09.2001
702,Сінгапурський долар,3.065423,SGD,24.09.2001
703,Словацькі крони,0.112292,SKK,24.09.2001
724,Іспанскі пессети,0.0295182,ESP,24.09.2001
752,Шведська крона,0.492961,SEK,24.09.2001
756,Швейцарський франк,3.395617,CHF,24.09.2001
792,Турецькі ліри,3.49e-06,TRL,24.09.2001
795,Манати Туркменії,0.00102663,TMM,24.09.2001
826,Фунт стерлінгів,7.794668,GBP,24.09.2001
840,Долар США,5.3385,USD,24.09.2001
860,Узбецький сум,0.012588,UZS,24.09.2001
960,СПЗ(спец.права запозичення),6.89948,XDR,24.09.2001
974,Бiлоруський рубль,0.00362,BYR,24.09.2001
978,Євро,4.91142,EUR,24.09.2001
985,Злотий,1.284266,PLN,24.09.2001
300,Грецькі драхми,0.0144136,GRD,24.09.2001
372,Ірландські фунти,6.236217,IEP,24.09.2001
620,Португальські ескудо,0.0024498,PTE,24.09.2001
810,Російські рублі,0.18158,RUR,24.09.2001
959,Золото,1555.105,XAU,24.09.2001
961,Срiбло,24.557,XAG,24.09.2001
962,Платина,2615.865,XPT,24.09.2001
964,Паладiй,2423.679,XPD,24.09.2001
31,Азербайджанський манат,0.0011382,AZM,25.09.2001
36,Австралійський долар,2.625806,AUD,25.09.2001
40,Австрійський шилінг,0.35543,ATS,25.09.2001
56,Бельгійський франк,0.1212404,BEF,25.09.2001
124,Канадський долар,3.403024,CAD,25.09.2001
203,Чеська крона,0.14286,CZK,25.09.2001
208,Данська крона,0.657564,DKK,25.09.2001
233,Крони Естонії,0.312581,EEK,25.09.2001
246,Фінські маpки,0.822578,FIM,25.09.2001
250,Фpанцузський фpанк,0.745602,FRF,25.09.2001
280,Hімецькі маpки,2.50064,DEM,25.09.2001
348,Форинт,0.0187424,HUF,25.09.2001
352,Ісландські крони,0.052748,ISK,25.09.2001
380,Італійські ліpи,0.0025259,ITL,25.09.2001
392,Єна,0.0455088,JPY,25.09.2001
398,Теньге,0.036134,KZT,25.09.2001
428,Лати Латвії,8.635922,LVL,25.09.2001
440,Литовські лити,1.33425,LTL,25.09.2001
498,Молдовський лей,0.414934,MDL,25.09.2001
528,Голандські гульдени,2.21936,NLG,25.09.2001
578,Норвезька крона,0.612962,NOK,25.09.2001
702,Сінгапурський долар,3.033259,SGD,25.09.2001
703,Словацькі крони,0.111548,SKK,25.09.2001
724,Іспанскі пессети,0.0293945,ESP,25.09.2001
752,Шведська крона,0.493101,SEK,25.09.2001
756,Швейцарський франк,3.349423,CHF,25.09.2001
792,Турецькі ліри,3.42e-06,TRL,25.09.2001
795,Манати Туркменії,0.00102635,TMM,25.09.2001
826,Фунт стерлінгів,7.805341,GBP,25.09.2001
840,Долар США,5.337,USD,25.09.2001
860,Узбецький сум,0.012528,UZS,25.09.2001
960,СПЗ(спец.права запозичення),6.882624,XDR,25.09.2001
974,Бiлоруський рубль,0.00361,BYR,25.09.2001
978,Євро,4.890827,EUR,25.09.2001
985,Злотий,1.272659,PLN,25.09.2001
300,Грецькі драхми,0.0143531,GRD,25.09.2001
372,Ірландські фунти,6.210069,IEP,25.09.2001
620,Португальські ескудо,0.0024395,PTE,25.09.2001
810,Російські рублі,0.18141,RUR,25.09.2001
959,Золото,1546.396,XAU,25.09.2001
961,Срiбло,24.057,XAG,25.09.2001
962,Платина,2561.76,XPT,25.09.2001
964,Паладiй,2321.595,XPD,25.09.2001
31,Азербайджанський манат,0.00113796,AZM,26.09.2001
36,Австралійський долар,2.630963,AUD,26.09.2001
40,Австрійський шилінг,0.355822,ATS,26.09.2001
56,Бельгійський франк,0.1213742,BEF,26.09.2001
124,Канадський долар,3.40441,CAD,26.09.2001
203,Чеська крона,0.143332,CZK,26.09.2001
208,Данська крона,0.658254,DKK,26.09.2001
233,Крони Естонії,0.312926,EEK,26.09.2001
246,Фінські маpки,0.823485,FIM,26.09.2001
250,Фpанцузський фpанк,0.746424,FRF,26.09.2001
280,Hімецькі маpки,2.503398,DEM,26.09.2001
348,Форинт,0.0188439,HUF,26.09.2001
352,Ісландські крони,0.052551,ISK,26.09.2001
380,Італійські ліpи,0.00252869,ITL,26.09.2001
392,Єна,0.0455335,JPY,26.09.2001
398,Теньге,0.036127,KZT,26.09.2001
428,Лати Латвії,8.60629,LVL,26.09.2001
440,Литовські лити,1.333975,LTL,26.09.2001
498,Молдовський лей,0.414816,MDL,26.09.2001
528,Голандські гульдени,2.221809,NLG,26.09.2001
578,Норвезька крона,0.608604,NOK,26.09.2001
702,Сінгапурський долар,3.016401,SGD,26.09.2001
703,Словацькі крони,0.11162,SKK,26.09.2001
724,Іспанскі пессети,0.0294269,ESP,26.09.2001
752,Шведська крона,0.497897,SEK,26.09.2001
756,Швейцарський франк,3.353577,CHF,26.09.2001
792,Турецькі ліри,3.44e-06,TRL,26.09.2001
795,Манати Туркменії,0.00102613,TMM,26.09.2001
826,Фунт стерлінгів,7.802744,GBP,26.09.2001
840,Долар США,5.3359,USD,26.09.2001
860,Узбецький сум,0.012526,UZS,26.09.2001
960,СПЗ(спец.права запозичення),6.889566,XDR,26.09.2001
974,Бiлоруський рубль,0.00361,BYR,26.09.2001
978,Євро,4.896222,EUR,26.09.2001
985,Злотий,1.26328,PLN,26.09.2001
300,Грецькі драхми,0.014369,GRD,26.09.2001
372,Ірландські фунти,6.216919,IEP,26.09.2001
620,Португальські ескудо,0.0024422,PTE,26.09.2001
810,Російські рублі,0.18131,RUR,26.09.2001
959,Золото,1536.472,XAU,26.09.2001
961,Срiбло,24.118,XAG,26.09.2001
962,Платина,2459.85,XPT,26.09.2001
964,Паладiй,2267.758,XPD,26.09.2001
31,Азербайджанський манат,0.00113751,AZM,27.09.2001
36,Австралійський долар,2.64723,AUD,27.09.2001
40,Австрійський шилінг,0.357349,ATS,27.09.2001
56,Бельгійський франк,0.121895,BEF,27.09.2001
124,Канадський долар,3.39705,CAD,27.09.2001
203,Чеська крона,0.144603,CZK,27.09.2001
208,Данська крона,0.661256,DKK,27.09.2001
233,Крони Естонії,0.314268,EEK,27.09.2001
246,Фінські маpки,0.827019,FIM,27.09.2001
250,Фpанцузський фpанк,0.749627,FRF,27.09.2001
280,Hімецькі маpки,2.51414,DEM,27.09.2001
348,Форинт,0.0190384,HUF,27.09.2001
352,Ісландські крони,0.052743,ISK,27.09.2001
380,Італійські ліpи,0.00253954,ITL,27.09.2001
392,Єна,0.04527,JPY,27.09.2001
398,Теньге,0.036112,KZT,27.09.2001
428,Лати Латвії,8.602903,LVL,27.09.2001
440,Литовські лити,1.33345,LTL,27.09.2001
498,Молдовський лей,0.414556,MDL,27.09.2001
528,Голандські гульдени,2.231342,NLG,27.09.2001
578,Норвезька крона,0.61076,NOK,27.09.2001
702,Сінгапурський долар,3.019114,SGD,27.09.2001
703,Словацькі крони,0.112235,SKK,27.09.2001
724,Іспанскі пессети,0.0295531,ESP,27.09.2001
752,Шведська крона,0.495689,SEK,27.09.2001
756,Швейцарський франк,3.323576,CHF,27.09.2001
792,Турецькі ліри,3.45e-06,TRL,27.09.2001
795,Манати Туркменії,0.00102573,TMM,27.09.2001
826,Фунт стерлінгів,7.861279,GBP,27.09.2001
840,Долар США,5.3338,USD,27.09.2001
860,Узбецький сум,0.012521,UZS,27.09.2001
960,СПЗ(спец.права запозичення),6.899192,XDR,27.09.2001
974,Бiлоруський рубль,0.0036,BYR,27.09.2001
978,Євро,4.91723,EUR,27.09.2001
985,Злотий,1.265599,PLN,27.09.2001
300,Грецькі драхми,0.0144306,GRD,27.09.2001
372,Ірландські фунти,6.243594,IEP,27.09.2001
620,Португальські ескудо,0.0024527,PTE,27.09.2001
810,Російські рублі,0.18142,RUR,27.09.2001
959,Золото,1555.336,XAU,27.09.2001
961,Срiбло,24.282,XAG,27.09.2001
962,Платина,2346.872,XPT,27.09.2001
964,Паладiй,2213.527,XPD,27.09.2001
31,Азербайджанський манат,0.001137,AZM,28.09.2001
36,Австралійський долар,2.589738,AUD,28.09.2001
40,Австрійський шилінг,0.356646,ATS,28.09.2001
56,Бельгійський франк,0.1216551,BEF,28.09.2001
124,Канадський долар,3.389663,CAD,28.09.2001
203,Чеська крона,0.144693,CZK,28.09.2001
208,Данська крона,0.659937,DKK,28.09.2001
233,Крони Естонії,0.31365,EEK,28.09.2001
246,Фінські маpки,0.825391,FIM,28.09.2001
250,Фpанцузський фpанк,0.748152,FRF,28.09.2001
280,Hімецькі маpки,2.509192,DEM,28.09.2001
348,Форинт,0.0190548,HUF,28.09.2001
352,Ісландські крони,0.052364,ISK,28.09.2001
380,Італійські ліpи,0.00253454,ITL,28.09.2001
392,Єна,0.0447158,JPY,28.09.2001
398,Теньге,0.036096,KZT,28.09.2001
428,Лати Латвії,8.599032,LVL,28.09.2001
440,Литовські лити,1.33285,LTL,28.09.2001
498,Молдовський лей,0.414369,MDL,28.09.2001
528,Голандські гульдени,2.226951,NLG,28.09.2001
578,Норвезька крона,0.606995,NOK,28.09.2001
702,Сінгапурський долар,3.018918,SGD,28.09.2001
703,Словацькі крони,0.112437,SKK,28.09.2001
724,Іспанскі пессети,0.029495,ESP,28.09.2001
752,Шведська крона,0.496957,SEK,28.09.2001
756,Швейцарський франк,3.313452,CHF,28.09.2001
792,Турецькі ліри,3.44e-06,TRL,28.09.2001
795,Манати Туркменії,0.00102527,TMM,28.09.2001
826,Фунт стерлінгів,7.859631,GBP,28.09.2001
840,Долар США,5.3314,USD,28.09.2001
860,Узбецький сум,0.012515,UZS,28.09.2001
960,СПЗ(спец.права запозичення),6.879679,XDR,28.09.2001
974,Бiлоруський рубль,0.0036,BYR,28.09.2001
978,Євро,4.907554,EUR,28.09.2001
985,Злотий,1.271651,PLN,28.09.2001
300,Грецькі драхми,0.0144022,GRD,28.09.2001
372,Ірландські фунти,6.231308,IEP,28.09.2001
620,Португальські ескудо,0.0024479,PTE,28.09.2001
810,Російські рублі,0.18134,RUR,28.09.2001
959,Золото,1552.77,XAU,28.09.2001
961,Срiбло,24.231,XAG,28.09.2001
962,Платина,2356.479,XPT,28.09.2001
964,Паладiй,2036.595,XPD,28.09.2001
31,Азербайджанський манат,0.00113694,AZM,29.09.2001
36,Австралійський долар,2.642686,AUD,29.09.2001
40,Австрійський шилінг,0.353759,ATS,29.09.2001
56,Бельгійський франк,0.1206703,BEF,29.09.2001
124,Канадський долар,3.376215,CAD,29.09.2001
203,Чеська крона,0.143543,CZK,29.09.2001
208,Данська крона,0.654568,DKK,29.09.2001
233,Крони Естонії,0.311111,EEK,29.09.2001
246,Фінські маpки,0.81871,FIM,29.09.2001
250,Фpанцузський фpанк,0.742096,FRF,29.09.2001
280,Hімецькі маpки,2.488881,DEM,29.09.2001
348,Форинт,0.0189152,HUF,29.09.2001
352,Ісландські крони,0.052688,ISK,29.09.2001
380,Італійські ліpи,0.00251402,ITL,29.09.2001
392,Єна,0.0446508,JPY,29.09.2001
398,Теньге,0.036094,KZT,29.09.2001
428,Лати Латвії,8.612439,LVL,29.09.2001
440,Литовські лити,1.332775,LTL,29.09.2001
498,Молдовський лей,0.414481,MDL,29.09.2001
528,Голандські гульдени,2.208924,NLG,29.09.2001
578,Норвезька крона,0.600225,NOK,29.09.2001
702,Сінгапурський долар,3.019182,SGD,29.09.2001
703,Словацькі крони,0.111591,SKK,29.09.2001
724,Іспанскі пессети,0.0292562,ESP,29.09.2001
752,Шведська крона,0.500183,SEK,29.09.2001
756,Швейцарський франк,3.297763,CHF,29.09.2001
792,Турецькі ліри,3.49e-06,TRL,29.09.2001
795,Манати Туркменії,0.00102521,TMM,29.09.2001
826,Фунт стерлінгів,7.826089,GBP,29.09.2001
840,Долар США,5.3311,USD,29.09.2001
860,Узбецький сум,0.012465,UZS,29.09.2001
960,СПЗ(спец.права запозичення),6.871834,XDR,29.09.2001
974,Бiлоруський рубль,0.0036,BYR,29.09.2001
978,Євро,4.867827,EUR,29.09.2001
985,Злотий,1.261161,PLN,29.09.2001
300,Грецькі драхми,0.0142856,GRD,29.09.2001
372,Ірландські фунти,6.180866,IEP,29.09.2001
620,Португальські ескудо,0.0024281,PTE,29.09.2001
810,Російські рублі,0.18139,RUR,29.09.2001
959,Золото,1550.55,XAU,29.09.2001
961,Срiбло,24.443,XAG,29.09.2001
962,Платина,2292.373,XPT,29.09.2001
964,Паладiй,1935.189,XPD,29.09.2001
31,Азербайджанський манат,0.00113694,AZM,30.09.2001
36,Австралійський долар,2.642686,AUD,30.09.2001
40,Австрійський шилінг,0.353759,ATS,30.09.2001
56,Бельгійський франк,0.1206703,BEF,30.09.2001
124,Канадський долар,3.376215,CAD,30.09.2001
203,Чеська крона,0.143543,CZK,30.09.2001
208,Данська крона,0.654568,DKK,30.09.2001
233,Крони Естонії,0.311111,EEK,30.09.2001
246,Фінські маpки,0.81871,FIM,30.09.2001
250,Фpанцузський фpанк,0.742096,FRF,30.09.2001
280,Hімецькі маpки,2.488881,DEM,30.09.2001
348,Форинт,0.0189152,HUF,30.09.2001
352,Ісландські крони,0.052688,ISK,30.09.2001
380,Італійські ліpи,0.00251402,ITL,30.09.2001
392,Єна,0.0446508,JPY,30.09.2001
398,Теньге,0.036094,KZT,30.09.2001
428,Лати Латвії,8.612439,LVL,30.09.2001
440,Литовські лити,1.332775,LTL,30.09.2001
498,Молдовський лей,0.414481,MDL,30.09.2001
528,Голандські гульдени,2.208924,NLG,30.09.2001
578,Норвезька крона,0.600225,NOK,30.09.2001
702,Сінгапурський долар,3.019182,SGD,30.09.2001
703,Словацькі крони,0.111591,SKK,30.09.2001
724,Іспанскі пессети,0.0292562,ESP,30.09.2001
752,Шведська крона,0.500183,SEK,30.09.2001
756,Швейцарський франк,3.297763,CHF,30.09.2001
792,Турецькі ліри,3.49e-06,TRL,30.09.2001
795,Манати Туркменії,0.00102521,TMM,30.09.2001
826,Фунт стерлінгів,7.826089,GBP,30.09.2001
840,Долар США,5.3311,USD,30.09.2001
860,Узбецький сум,0.012465,UZS,30.09.2001
960,СПЗ(спец.права запозичення),6.871834,XDR,30.09.2001
974,Бiлоруський рубль,0.0036,BYR,30.09.2001
978,Євро,4.867827,EUR,30.09.2001
985,Злотий,1.261161,PLN,30.09.2001
300,Грецькі драхми,0.0142856,GRD,30.09.2001
372,Ірландські фунти,6.180866,IEP,30.09.2001
620,Португальські ескудо,0.0024281,PTE,30.09.2001
810,Російські рублі,0.18139,RUR,30.09.2001
959,Золото,1550.55,XAU,30.09.2001
961,Срiбло,24.443,XAG,30.09.2001
962,Платина,2292.373,XPT,30.09.2001
964,Паладiй,1935.189,XPD,30.09.2001
31,Азербайджанський манат,0.00113694,AZM,01.10.2001
36,Австралійський долар,2.642686,AUD,01.10.2001
40,Австрійський шилінг,0.353759,ATS,01.10.2001
56,Бельгійський франк,0.1206703,BEF,01.10.2001
124,Канадський долар,3.376215,CAD,01.10.2001
203,Чеська крона,0.143543,CZK,01.10.2001
208,Данська крона,0.654568,DKK,01.10.2001
233,Крони Естонії,0.311111,EEK,01.10.2001
246,Фінські маpки,0.81871,FIM,01.10.2001
250,Фpанцузський фpанк,0.742096,FRF,01.10.2001
280,Hімецькі маpки,2.488881,DEM,01.10.2001
348,Форинт,0.0189152,HUF,01.10.2001
352,Ісландські крони,0.052688,ISK,01.10.2001
380,Італійські ліpи,0.00251402,ITL,01.10.2001
392,Єна,0.0446508,JPY,01.10.2001
398,Теньге,0.036094,KZT,01.10.2001
428,Лати Латвії,8.612439,LVL,01.10.2001
440,Литовські лити,1.332775,LTL,01.10.2001
498,Молдовський лей,0.414481,MDL,01.10.2001
528,Голандські гульдени,2.208924,NLG,01.10.2001
578,Норвезька крона,0.600225,NOK,01.10.2001
702,Сінгапурський долар,3.019182,SGD,01.10.2001
703,Словацькі крони,0.111591,SKK,01.10.2001
724,Іспанскі пессети,0.0292562,ESP,01.10.2001
752,Шведська крона,0.500183,SEK,01.10.2001
756,Швейцарський франк,3.297763,CHF,01.10.2001
792,Турецькі ліри,3.49e-06,TRL,01.10.2001
795,Манати Туркменії,0.00102521,TMM,01.10.2001
826,Фунт стерлінгів,7.826089,GBP,01.10.2001
840,Долар США,5.3311,USD,01.10.2001
860,Узбецький сум,0.012465,UZS,01.10.2001
960,СПЗ(спец.права запозичення),6.871834,XDR,01.10.2001
974,Бiлоруський рубль,0.0036,BYR,01.10.2001
978,Євро,4.867827,EUR,01.10.2001
985,Злотий,1.261161,PLN,01.10.2001
51,Вiрменський драм,0.00960613,AMD,01.10.2001
100,Болгарські леви,0.2520399,BGL,01.10.2001
152,Чілійські песо,0.0077712,CLP,01.10.2001
156,Юань Женьмiньбi,0.644153,CNY,01.10.2001
191,Куна,0.648644,HRK,01.10.2001
218,Еквадорський сукре,5.3314,ECS,01.10.2001
255,Долари США по розр. з Індією,4.26512,___,01.10.2001
344,Гонконгівський долар,0.712458,HKD,01.10.2001
356,Індійська рупія,0.1115356,INR,01.10.2001
364,Іранський ріал,0.0030465,IRR,01.10.2001
368,Іракський динар,17.142765,IQD,01.10.2001
376,Новий ізраїльський шекель,1.232694,ILS,01.10.2001
381,Грузинські ларі,2.583043,GEL,01.10.2001
408,Північнокрейський вон,2.423364,KPW,01.10.2001
410,Вона,0.0041747,KRW,01.10.2001
414,Кувейтські динари,17.49721,KWD,01.10.2001
417,Сом,0.111769,KGS,01.10.2001
422,Ліванський фунт,0.0035208,LBP,01.10.2001
434,Лівійський динар,8.283717,LYD,01.10.2001
470,Мальтійські ліри,12.232188,MTL,01.10.2001
484,Мексіканський песо,0.561791,MXN,01.10.2001
496,Монгольский тугрик,0.00484673,MNT,01.10.2001
554,Новозеландський долар,2.234566,NZD,01.10.2001
586,Пакистанська рупія,0.08316,PKR,01.10.2001
604,Перуанский соль,1.524433,PEN,01.10.2001
642,новий румунські леї,0.00020171,ROL,01.10.2001
682,Саудівський рiял,1.421366,SAR,01.10.2001
704,Донг,0.00035543,VND,01.10.2001
705,Словенські толари,0.022697,SIT,01.10.2001
760,Сирійский фунт,0.102824,SYP,01.10.2001
818,Єгипетський фунт,1.254447,EGP,01.10.2001
901,Новий тайванський долар,0.15422,TWD,01.10.2001
952,Франки CFA-BCEAO,0.0074822,XOF,01.10.2001
986,Бразильський реал,1.970214,BRL,01.10.2001
991,Фінансовий ренд ПАР,2.2214,ZAL,01.10.2001
959,Золото,1550.55,XAU,01.10.2001
961,Срiбло,24.443,XAG,01.10.2001
962,Платина,2292.373,XPT,01.10.2001
964,Паладiй,1935.189,XPD,01.10.2001
31,Азербайджанський манат,0.00113713,AZM,02.10.2001
36,Австралійський долар,2.624865,AUD,02.10.2001
40,Австрійський шилінг,0.353586,ATS,02.10.2001
56,Бельгійський франк,0.1206114,BEF,02.10.2001
124,Канадський долар,3.377143,CAD,02.10.2001
203,Чеська крона,0.143906,CZK,02.10.2001
208,Данська крона,0.654293,DKK,02.10.2001
233,Крони Естонії,0.310959,EEK,02.10.2001
246,Фінські маpки,0.81831,FIM,02.10.2001
250,Фpанцузський фpанк,0.741733,FRF,02.10.2001
280,Hімецькі маpки,2.487665,DEM,02.10.2001
348,Форинт,0.0189118,HUF,02.10.2001
352,Ісландські крони,0.053186,ISK,02.10.2001
380,Італійські ліpи,0.0025128,ITL,02.10.2001
392,Єна,0.0445554,JPY,02.10.2001
398,Теньге,0.036088,KZT,02.10.2001
428,Лати Латвії,8.586151,LVL,02.10.2001
440,Литовські лити,1.333,LTL,02.10.2001
498,Молдовський лей,0.414545,MDL,02.10.2001
528,Голандські гульдени,2.207845,NLG,02.10.2001
578,Норвезька крона,0.60175,NOK,02.10.2001
702,Сінгапурський долар,3.017146,SGD,02.10.2001
703,Словацькі крони,0.111598,SKK,02.10.2001
724,Іспанскі пессети,0.0292419,ESP,02.10.2001
752,Шведська крона,0.499887,SEK,02.10.2001
756,Швейцарський франк,3.287688,CHF,02.10.2001
792,Турецькі ліри,3.44e-06,TRL,02.10.2001
795,Манати Туркменії,0.00102538,TMM,02.10.2001
826,Фунт стерлінгів,7.880547,GBP,02.10.2001
840,Долар США,5.332,USD,02.10.2001
860,Узбецький сум,0.012467,UZS,02.10.2001
960,СПЗ(спец.права запозичення),6.856952,XDR,02.10.2001
974,Бiлоруський рубль,0.00359,BYR,02.10.2001
978,Євро,4.86545,EUR,02.10.2001
985,Злотий,1.262605,PLN,02.10.2001
300,Грецькі драхми,0.0142787,GRD,02.10.2001
372,Ірландські фунти,6.177847,IEP,02.10.2001
620,Португальські ескудо,0.0024269,PTE,02.10.2001
810,Російські рублі,0.18118,RUR,02.10.2001
959,Золото,1555.078,XAU,02.10.2001
961,Срiбло,24.421,XAG,02.10.2001
962,Платина,2260.768,XPT,02.10.2001
964,Паладiй,1759.56,XPD,02.10.2001
31,Азербайджанський манат,0.00113713,AZM,03.10.2001
36,Австралійський долар,2.631068,AUD,03.10.2001
40,Австрійський шилінг,0.356066,ATS,03.10.2001
56,Бельгійський франк,0.1214573,BEF,03.10.2001
124,Канадський долар,3.395409,CAD,03.10.2001
203,Чеська крона,0.145782,CZK,03.10.2001
208,Данська крона,0.65897,DKK,03.10.2001
233,Крони Естонії,0.31314,EEK,03.10.2001
246,Фінські маpки,0.824049,FIM,03.10.2001
250,Фpанцузський фpанк,0.746935,FRF,03.10.2001
280,Hімецькі маpки,2.505113,DEM,03.10.2001
348,Форинт,0.0189921,HUF,03.10.2001
352,Ісландські крони,0.052945,ISK,03.10.2001
380,Італійські ліpи,0.00253042,ITL,03.10.2001
392,Єна,0.0442479,JPY,03.10.2001
398,Теньге,0.036088,KZT,03.10.2001
428,Лати Латвії,8.558587,LVL,03.10.2001
440,Литовські лити,1.333,LTL,03.10.2001
498,Молдовський лей,0.414532,MDL,03.10.2001
528,Голандські гульдени,2.22333,NLG,03.10.2001
578,Норвезька крона,0.605708,NOK,03.10.2001
702,Сінгапурський долар,3.001087,SGD,03.10.2001
703,Словацькі крони,0.112712,SKK,03.10.2001
724,Іспанскі пессети,0.029447,ESP,03.10.2001
752,Шведська крона,0.501056,SEK,03.10.2001
756,Швейцарський франк,3.309853,CHF,03.10.2001
792,Турецькі ліри,3.4e-06,TRL,03.10.2001
795,Манати Туркменії,0.00102538,TMM,03.10.2001
826,Фунт стерлінгів,7.892356,GBP,03.10.2001
840,Долар США,5.332,USD,03.10.2001
860,Узбецький сум,0.012467,UZS,03.10.2001
960,СПЗ(спец.права запозичення),6.858592,XDR,03.10.2001
974,Бiлоруський рубль,0.00359,BYR,03.10.2001
978,Євро,4.899575,EUR,03.10.2001
985,Злотий,1.266138,PLN,03.10.2001
300,Грецькі драхми,0.0143788,GRD,03.10.2001
372,Ірландські фунти,6.221177,IEP,03.10.2001
620,Португальські ескудо,0.0024439,PTE,03.10.2001
810,Російські рублі,0.18105,RUR,03.10.2001
959,Золото,1552.145,XAU,03.10.2001
961,Срiбло,24.501,XAG,03.10.2001
962,Платина,2164.792,XPT,03.10.2001
964,Паладiй,1679.58,XPD,03.10.2001
31,Азербайджанський манат,0.00113685,AZM,04.10.2001
36,Австралійський долар,2.658854,AUD,04.10.2001
40,Австрійський шилінг,0.356754,ATS,04.10.2001
56,Бельгійський франк,0.121692,BEF,04.10.2001
124,Канадський долар,3.401734,CAD,04.10.2001
203,Чеська крона,0.145963,CZK,04.10.2001
208,Данська крона,0.660243,DKK,04.10.2001
233,Крони Естонії,0.313745,EEK,04.10.2001
246,Фінські маpки,0.825642,FIM,04.10.2001
250,Фpанцузський фpанк,0.748379,FRF,04.10.2001
280,Hімецькі маpки,2.509953,DEM,04.10.2001
348,Форинт,0.0190813,HUF,04.10.2001
352,Ісландські крони,0.052808,ISK,04.10.2001
380,Італійські ліpи,0.00253531,ITL,04.10.2001
392,Єна,0.0440115,JPY,04.10.2001
398,Теньге,0.036079,KZT,04.10.2001
428,Лати Латвії,8.584058,LVL,04.10.2001
440,Литовські лити,1.332675,LTL,04.10.2001
498,Молдовський лей,0.414444,MDL,04.10.2001
528,Голандські гульдени,2.227626,NLG,04.10.2001
578,Норвезька крона,0.607292,NOK,04.10.2001
702,Сінгапурський долар,2.994962,SGD,04.10.2001
703,Словацькі крони,0.112865,SKK,04.10.2001
724,Іспанскі пессети,0.0295039,ESP,04.10.2001
752,Шведська крона,0.50405,SEK,04.10.2001
756,Швейцарський франк,3.307088,CHF,04.10.2001
792,Турецькі ліри,3.38e-06,TRL,04.10.2001
795,Манати Туркменії,0.00102513,TMM,04.10.2001
826,Фунт стерлінгів,7.860755,GBP,04.10.2001
840,Долар США,5.3307,USD,04.10.2001
860,Узбецький сум,0.012464,UZS,04.10.2001
960,СПЗ(спец.права запозичення),6.85917,XDR,04.10.2001
974,Бiлоруський рубль,0.00359,BYR,04.10.2001
978,Євро,4.909042,EUR,04.10.2001
985,Злотий,1.271509,PLN,04.10.2001
300,Грецькі драхми,0.0144066,GRD,04.10.2001
372,Ірландські фунти,6.233197,IEP,04.10.2001
620,Португальські ескудо,0.0024486,PTE,04.10.2001
810,Російські рублі,0.18082,RUR,04.10.2001
959,Золото,1545.636,XAU,04.10.2001
961,Срiбло,24.455,XAG,04.10.2001
962,Платина,2334.847,XPT,04.10.2001
964,Паладiй,1865.745,XPD,04.10.2001
31,Азербайджанський манат,0.00113591,AZM,05.10.2001
36,Австралійський долар,2.652675,AUD,05.10.2001
40,Австрійський шилінг,0.352898,ATS,05.10.2001
56,Бельгійський франк,0.1203768,BEF,05.10.2001
124,Канадський долар,3.399837,CAD,05.10.2001
203,Чеська крона,0.144189,CZK,05.10.2001
208,Данська крона,0.653152,DKK,05.10.2001
233,Крони Естонії,0.310354,EEK,05.10.2001
246,Фінські маpки,0.816719,FIM,05.10.2001
250,Фpанцузський фpанк,0.740291,FRF,05.10.2001
280,Hімецькі маpки,2.482827,DEM,05.10.2001
348,Форинт,0.0188714,HUF,05.10.2001
352,Ісландські крони,0.052429,ISK,05.10.2001
380,Італійські ліpи,0.00250791,ITL,05.10.2001
392,Єна,0.0441654,JPY,05.10.2001
398,Теньге,0.036049,KZT,05.10.2001
428,Лати Латвії,8.576973,LVL,05.10.2001
440,Литовські лити,1.331575,LTL,05.10.2001
498,Молдовський лей,0.414102,MDL,05.10.2001
528,Голандські гульдени,2.203551,NLG,05.10.2001
578,Норвезька крона,0.602442,NOK,05.10.2001
702,Сінгапурський долар,2.99512,SGD,05.10.2001
703,Словацькі крони,0.111581,SKK,05.10.2001
724,Іспанскі пессети,0.0291851,ESP,05.10.2001
752,Шведська крона,0.501149,SEK,05.10.2001
756,Швейцарський франк,3.268705,CHF,05.10.2001
792,Турецькі ліри,3.33e-06,TRL,05.10.2001
795,Манати Туркменії,0.00102429,TMM,05.10.2001
